iter	Logloss
261	0.006628877096
262	0.006625516517
263	0.006617706258
264	0.006608968114
265	0.006602046022
266	0.006599831773
267	0.006597721271
268	0.006595772408
269	0.00659259176
270	0.006586950616
271	0.006584054009
272	0.006578558736
273	0.006567517943
274	0.006560602591
275	0.006554118413
276	0.006548373763
277	0.00654157979
278	0.006535402701
279	0.006533611323
280	0.006529946243
281	0.00652408593
282	0.006517916965
283	0.006510452789
284	0.006504218651
285	0.006502594929
286	0.006500848384
287	0.006493096015
288	0.006489383515
289	0.006481218025
290	0.006479564815
291	0.006477205598
292	0.006475531266
293	0.006472612514
294	0.00646682592
295	0.006457608458
296	0.006453789383
297	0.006449861205
298	0.006448704705
299	0.006443440757
300	0.006441966456
301	0.006432389131
302	0.006426881342
303	0.006419362525
304	0.006412026648
305	0.006408729857
306	0.006407353587
307	0.006401627652
308	0.006398626516
309	0.006395844488
310	0.006392564427
311	0.006388110955
312	0.006385257797
313	0.006378222931
314	0.006376635256
315	0.006374709861
316	0.006368003025
317	0.006364837904
318	0.006360012434
319	0.006356559301
320	0.006349594159
321	0.006348078336
322	0.006345709972
323	0.00634420829
324	0.006338769524
325	0.006332425983
326	0.006331153219
327	0.006329871969
328	0.006324162764
329	0.006318027017
330	0.006313303729
331	0.006309064973
332	0.006304430606
333	0.006302317074
334	0.006297612841
335	0.006296386955
336	0.006294909065
337	0.00628896324
338	0.006280779817
339	0.006278146549
340	0.006272546506
341	0.006266396979
342	0.006260870293
343	0.006255715929
344	0.006254557864
345	0.006252669118
346	0.006247169392
347	0.006246080411
348	0.006243888067
349	0.006241298609
350	0.006239449821
351	0.006231872029
352	0.006230115494
353	0.00622488362
354	0.006223600204
355	0.006221132126
356	0.006216159919
357	0.006215232516
358	0.006204568558
359	0.006200348397
360	0.006195685747
361	0.006194626434
362	0.006193649865
363	0.006191344688
364	0.006185579998
365	0.006180978067
366	0.006175165296
367	0.006172066671
368	0.006168420969
369	0.006165608491
370	0.006163405375
371	0.006158240419
372	0.006156072929
373	0.006151636007
374	0.006150704151
375	0.006144672088
376	0.006140367196
377	0.006138354905
378	0.006136750921
379	0.006134645172
380	0.006131667566
381	0.006130880137
382	0.006130011528
383	0.006125454911
384	0.006122258016
385	0.006119941345
386	0.006115194265
387	0.006112157444
388	0.006108978722
389	0.00610544808
390	0.006104366863
391	0.006100887673
392	0.006096434261
393	0.006092757146
394	0.006091885047
395	0.006083926125
396	0.006082313897
397	0.006080316951
398	0.006076876417
399	0.006075385387
400	0.00607272197
401	0.006070981962
402	0.006068751186
403	0.006063380219
404	0.006062602358
405	0.00605741285
406	0.006055910085
407	0.006052783177
408	0.006050354091
409	0.006045780324
410	0.006044001946
411	0.00604280657
412	0.006037948461
413	0.006033780654
414	0.006032993406
415	0.006029464569
416	0.006027949288
417	0.006025736423
418	0.006024636249
419	0.006023206661
420	0.006021255991
421	0.00601948736
422	0.006015756987
423	0.006012515801
424	0.006009553059
425	0.006007209127
426	0.006002592814
427	0.005999067347
428	0.005996291758
429	0.005995134174
430	0.005991535712
431	0.005989957905
432	0.005988660227
433	0.005984604171
434	0.005982551801
435	0.005978993718
436	0.00597570463
437	0.005972686223
438	0.005968963613
439	0.005966218174
440	0.005964626285
441	0.005960216683
442	0.005955815927
443	0.005951736702
444	0.00594978549
445	0.005948266718
446	0.005946413899
447	0.005942786068
448	0.005940201725
449	0.005937056824
450	0.005933491339
451	0.005932050016
452	0.00592909961
453	0.005927612853
454	0.005923956439
455	0.005920619329
456	0.005919068542
457	0.005917858423
458	0.005909149224
459	0.005906229329
460	0.005903833884
461	0.005902682258
462	0.005901115524
463	0.005897979167
464	0.005896186465
465	0.005893363877
466	0.005892263042
467	0.005891170871
468	0.005890130635
469	0.005887974638
470	0.005886605349
471	0.005885315674
472	0.005883006886
473	0.005878954561
474	0.005875276604
475	0.005871822507
476	0.005869174676
477	0.005862296815
478	0.005860301072
479	0.005859317583
480	0.005856813518
481	0.005854828306
482	0.005852972538
483	0.005850726634
484	0.005848552344
485	0.005846759281
486	0.005845167995
487	0.005843474587
488	0.005841431965
489	0.005839511746
490	0.005837872558
491	0.005834719531
492	0.005832872128
493	0.005829429888
494	0.00582620164
495	0.005823766056
496	0.005822770592
497	0.005821215593
498	0.005818894709
499	0.005811415608
