session_id,target
1,0.015815045671556546
2,0.011482494041614959
3,0.0035594270991084693
4,0.021717141866599916
5,0.006252330248465535
6,0.016177045785297516
7,0.007316893558002229
8,0.07606272128968211
9,0.02007545864784362
10,0.014322568174800262
11,0.012821878089314039
12,0.031023282601725672
13,0.012314958216718982
14,0.015308567392752322
15,0.005203188144101496
16,0.013834419437231809
17,8.2978266540437e-05
18,0.0188160754776527
19,0.008310495912795465
20,0.018792020692296994
21,0.01164244706641372
22,2.6838056997755683e-05
23,0.003530116125842682
24,0.06616377308782444
25,0.006644683674327221
26,0.004539710332511406
27,0.017089957650317494
28,0.01811197410188364
29,0.005447994803430099
30,0.002641988447910244
31,8.175238748122668e-05
32,0.011049077436871745
33,0.015401912685335457
34,1.8592252370364723e-05
35,0.006919846909988811
36,3.844681059812735e-06
37,0.005327720194795463
38,0.006031224876220984
39,0.00852317191598511
40,0.018877079426442317
41,0.005694283507005953
42,0.04970172994542127
43,0.011200640833368622
44,0.0017818166915282777
45,0.0015382797041685733
46,0.0032217822270370605
47,0.024533743558422326
48,0.015126592409548995
49,0.007119390399509263
50,0.022091841897218845
51,0.03061380885340794
52,0.008656672509618709
53,0.008651121647633113
54,0.0002711589296041253
55,0.002539207017680524
56,0.0846314247428417
57,0.019157713854789843
58,0.011785386359038837
59,0.012615085373057684
60,0.0017273267469142585
61,0.020583131213647028
62,0.024736179474889923
63,0.012744224925738337
64,0.011001960191678569
65,0.02117652893748601
66,0.014399859250514659
67,0.02503526401134939
68,0.0032656753444173085
69,0.007633952313018698
70,0.0202383595551164
71,0.001039062330159009
72,0.005155539359366294
73,0.04189500892828359
74,0.0034498962858985696
75,0.006197436520407818
76,0.005034733598140086
77,0.0019972888155626776
78,0.004151068415426586
79,0.008575123947277724
80,0.031086466852683407
81,0.025203079317891317
82,0.07962269195276277
83,0.013262361167806823
84,0.00449732564040567
85,0.0055751657597760285
86,0.014710594386313945
87,0.0026017395742653337
88,0.006477439312256272
89,0.0008784260175726333
