session_id,target
1,1.0052086248928272e-05
2,2.470902913218714e-06
3,2.813819385293265e-05
4,2.1842698018093747e-06
5,4.621317286041341e-06
6,9.138792072142844e-06
7,5.688301887590547e-06
8,2.1567844272695557e-06
9,2.883800603992912e-05
10,3.936959693740817e-05
11,1.2103550557384929e-05
12,1.3269086126510037e-05
13,1.1360566361464735e-05
14,0.11679666653951346
15,2.557565148352074e-07
16,0.0003755890799426926
17,7.430572264777155e-06
18,2.502394863183208e-06
19,0.0006152666381019308
20,1.1524357084312839e-06
21,0.0014002249150893188
22,1.3987456151905043e-05
23,6.517538401496016e-06
24,1.3824781868430614e-06
25,0.00036652467694720783
26,7.384054171498314e-07
27,4.561821129624626e-06
28,1.5613011990722727e-05
29,0.0005722352697538663
30,0.0011659354525555383
31,0.004007155854930418
32,0.0063919947131478045
33,4.3311298035953284e-05
34,1.561794409802969e-05
35,0.0015121351903102072
36,0.0001552772493740029
37,4.100410169095171e-07
38,4.863211117626105e-06
39,1.447987646032159e-05
40,3.9784383137528424e-07
41,5.1937931883493366e-05
42,0.00034402453212528054
43,7.374848041049388e-07
44,1.2883387105750942e-05
45,0.8453794749171971
46,6.420148802551978e-07
47,1.3399348093243828e-05
48,2.6583007093531813e-05
49,1.1239893051769828e-05
50,1.1760604730659273e-06
51,1.2562792234464669e-05
52,3.583350908390721e-05
53,0.0008554171725771931
54,2.570772562999713e-07
55,0.00017563559754913997
56,2.7065121146258506e-06
57,2.2285917879145174e-06
58,1.304819212242942e-06
59,6.190078851246012e-06
60,8.899072866486718e-06
61,1.2939656045049885e-06
62,4.411841367068853e-06
63,5.142945709630213e-06
64,1.2912938236939053e-05
65,5.12629537038849e-06
66,2.7589345023218725e-06
67,1.0442480907281024e-06
68,0.00042982724044221093
69,0.051086841007402024
70,1.2332733123670267e-06
71,0.00017352831484282303
72,2.135885877112186e-05
73,1.624502096089474e-05
74,2.965268655860258e-06
75,2.7404954192783798e-06
76,4.5400929327341575e-06
77,0.00030675985022289457
78,1.577323881495431e-05
79,1.3026072515273892e-05
80,9.818059595395322e-07
81,1.4938842098218954e-05
82,7.520872456190291e-07
83,2.7423150911827285e-06
84,0.9928370281042239
85,1.4734879017421739e-05
86,1.014908983294127e-05
87,2.204853485299394e-05
88,2.3619222027775616e-05
89,9.153502129038465e-05
90,0.0012023533656705912
91,7.291687135757967e-06
92,3.221369033811467e-07
93,0.0001316399471263968
94,2.6102178145196162e-06
95,5.672403023626806e-05
96,2.4769277879392474e-06
97,2.733836074989315e-06
98,3.977330388987208e-06
99,7.202653029202884e-06
100,0.00015325075167594806
101,7.837897653281281e-05
102,2.3792428443505864e-05
103,3.3824708221055022e-06
104,6.681797004830424e-05
105,7.3971560226414945e-06
106,2.2367765617390476e-06
107,1.2248979483603366e-06
108,6.951241449201343e-07
109,1.3475062286443102e-05
110,8.127850818232593e-07
111,1.8176863479592224e-05
112,1.443175670965434e-05
113,9.734716265250075e-05
114,1.105566000925486e-06
115,8.714344251506207e-07
116,8.727989599301458e-06
117,3.763382684527127e-05
118,1.592717774387064e-06
119,5.7992337818353785e-06
120,9.247587162703934e-05
121,3.556096046560703e-07
122,2.895314300503561e-06
123,8.822783196732676e-07
124,1.127503281856695e-05
125,4.415515840835477e-05
126,2.470902913218714e-06
127,5.954306348603155e-06
128,4.656717335098289e-06
129,3.7070597851733336e-06
130,2.8619850101601226e-05
131,0.0004587239664362056
132,0.0001461555783999509
133,1.1732620028627865e-05
134,7.242273037817553e-07
135,1.1045162301343047e-05
136,6.6596805404401675e-06
137,2.6792318789130805e-05
138,4.691635369412122e-06
139,3.094654206597067e-06
140,2.5206109765824737e-06
141,2.470902913218714e-06
142,4.9919337803592145e-06
143,4.551827461465433e-06
144,6.723857010265289e-06
145,2.725140059483239e-06
146,1.7071185379491617e-05
147,5.897689694683612e-05
148,0.0009281530438309177
149,4.201253438404288e-05
150,0.0011811073722333134
151,2.7146932592526673e-07
152,0.0009526279377550874
153,2.5220818072460395e-06
154,7.962188704005126e-06
155,1.3182939063333433e-05
156,5.1668987677453084e-06
157,1.543943620683238e-05
158,7.488198232467182e-05
159,1.4115411031277368e-05
160,2.9312190667303198e-06
161,0.0008673587277429122
162,4.403191305637648e-05
163,8.624568183134163e-07
164,0.0001968624128857434
165,2.0682464318821644e-07
166,1.2939656045049885e-06
167,4.817506275885368e-05
168,4.081416610042576e-05
169,0.00022195368901221303
170,9.581046403376343e-05
171,8.665659121767087e-05
172,8.681951068005723e-07
173,2.8736720778951238e-05
174,3.0678102202513994e-07
175,0.9908529238159511
176,1.0945358980375265e-05
177,0.0017970385806394588
178,5.863297321650287e-05
179,6.094810580953174e-06
180,8.04616810765863e-06
181,5.444378993331749e-05
182,0.0004558136114516925
183,1.009140905840959e-06
184,6.075169055028121e-06
185,1.6869516104022435e-05
186,0.00010448034389050277
187,1.2938340573335796e-06
188,2.5927201959998837e-06
189,0.00010576736452180126
190,1.5042628250037262e-06
191,1.0139600766876519e-05
192,1.223480234338564e-06
193,0.0013166457822105834
194,0.00011845858270214295
195,9.395831112638152e-06
196,3.5969035966406336e-06
197,3.7225294619706455e-06
198,3.552746786683844e-05
199,1.1735838168292931e-06
200,3.2472227748891146e-06
201,5.891975916756709e-06
202,0.0847672305639505
203,2.2457564177440565e-06
204,7.947054214182533e-07
205,0.00042931524659992434
206,2.3989349671745632e-06
207,6.145125797852866e-06
208,0.0014050333988066491
209,2.2640460027720254e-07
210,0.003715533746287418
211,6.417846301297672e-07
212,0.0020108538843485245
213,3.538305825490829e-07
214,1.5616037000175463e-05
215,0.0004898328056314121
216,0.00022788675039179688
217,0.033089278626484045
218,0.0007402672833396705
219,8.792908783173714e-05
220,2.6559004038969157e-06
221,2.912624695584843e-05
222,3.357803748605319e-06
223,0.0002564235420683594
224,0.0004504209234108259
225,0.0017257612265636256
226,1.8063619676408297e-05
227,0.00035716939592781447
228,2.866109883830188e-07
229,3.3269410433696574e-05
230,1.3690816482729611e-05
