session_id,target
1,2.1841778675288637e-06
2,4.7630673778143123e-07
3,6.522093383328244e-06
4,5.389204294739268e-07
5,4.77853647244652e-07
6,1.5236766112455215e-06
7,8.205379830541221e-06
8,1.166750663449033e-06
9,8.176327844275615e-07
10,8.223890880847544e-05
11,1.8243043106029483e-06
12,1.0916244105210679e-06
13,1.066641014386116e-06
14,0.011978155644048968
15,3.6741095107631824e-07
16,0.00026958068435383316
17,7.801193071574073e-07
18,5.893491297693816e-07
19,2.712281618581445e-05
20,1.0722182864380733e-06
21,0.0003307511607821161
22,3.4470288401127834e-07
23,1.093907973222679e-06
24,3.485455817474765e-07
25,0.000322363149206456
26,1.6600676044324326e-06
27,1.0182398614249724e-06
28,4.639616074746557e-07
29,0.0002846605987798218
30,0.00028646123340438843
31,0.0015244603211248932
32,0.0020702074040715307
33,3.5957046123646743e-06
34,4.578517056161832e-07
35,0.0004613012078033747
36,1.3946288260670417e-06
37,1.5804183298402195e-07
38,6.463054391049596e-07
39,3.310408919024792e-06
40,2.5175929167208443e-07
41,7.961099462751114e-06
42,5.885077482907209e-05
43,1.1600084736518004e-06
44,1.5637567806390424e-06
45,0.894889147573611
46,4.1826360279660884e-07
47,2.2599703722544405e-05
48,1.8494679017943358e-06
49,1.1180618840120572e-06
50,6.558340487899455e-07
51,5.520788859433488e-07
52,2.229682318401809e-06
53,0.00019498695622752708
54,7.735806978463016e-07
55,1.4946769391198764e-05
56,4.212760496005606e-06
57,3.828570905946766e-07
58,2.5458771331036936e-07
59,1.4251069328883687e-06
60,3.3888427955294155e-06
61,2.0108669970326545e-06
62,4.5750355101572335e-06
63,9.024135729419158e-07
64,1.281639843575805e-06
65,6.217544107508988e-07
66,5.373550988140957e-07
67,8.53401946878729e-07
68,4.163281806865249e-05
69,0.010601233560295648
70,2.6916675302458677e-07
71,1.0976357709520907e-05
72,3.36451109839445e-06
73,5.1935625130861276e-06
74,5.159233337021042e-07
75,2.920698724108777e-07
76,2.426740897189659e-07
77,1.04240546597327e-05
78,6.999773204107194e-06
79,8.743928334348935e-07
80,3.7268977340833485e-07
81,5.159589925143941e-07
82,8.365094919021939e-07
83,1.1886174947605815e-06
84,0.9987031849560105
85,4.296407049678584e-06
86,2.8782563063234426e-06
87,2.872347966813767e-05
88,3.676079518599879e-07
89,1.6217447122139733e-06
90,0.000365855439027621
91,9.639358388197273e-07
92,2.1300168492191932e-07
93,9.24001380232454e-05
94,4.542747006993407e-07
95,6.0066208629712014e-05
96,5.382950929642768e-07
97,2.191135627103446e-07
98,3.897485419365197e-07
99,8.118415005951285e-07
100,1.558159931697538e-06
101,3.133307094964135e-05
102,0.00016810145064740457
103,5.625285709812683e-06
104,1.7407796194914e-05
105,7.6045922466675e-07
106,6.74390376346446e-07
107,6.475100087516129e-07
108,3.233787721961631e-07
109,1.0231322445105725e-06
110,2.1576113953392298e-07
111,4.197599613196983e-06
112,6.412839710828966e-07
113,0.0001693963106802271
114,5.883125065686502e-07
115,3.0571895673940776e-07
116,2.631607791494836e-06
117,3.7517947196591714e-06
118,4.5941281435971726e-07
119,1.5783678341043235e-06
120,1.2816623442410045e-05
121,2.5939684932258324e-07
122,6.654023121648448e-07
123,1.9189768379618487e-07
124,6.168804323012477e-07
125,8.946303582847791e-05
126,3.756954385608789e-07
127,2.1581769165727913e-06
128,1.8044010119501427e-06
129,4.291957227854904e-06
130,5.644340988315247e-05
131,0.0002505877089960257
132,8.691301417742505e-05
133,5.542512109379433e-06
134,1.1623406634787728e-06
135,2.216691009218394e-06
136,9.334384809310726e-07
137,1.217796921091406e-06
138,6.724728707635591e-06
139,6.263450813256735e-07
140,3.857334389568877e-06
141,5.176116902517399e-07
142,4.074741600828534e-06
143,7.628040910515358e-07
144,7.553928757623955e-06
145,4.1118642855052e-07
146,4.341722549762995e-05
147,3.336940505702579e-06
148,0.0005344340000222031
149,1.528834821057942e-05
150,0.0010721023188463802
151,3.013716167913729e-07
152,0.00029961492766838874
153,7.007943994801068e-06
154,5.936115253876139e-06
155,1.6448666775562428e-06
156,7.141811849565333e-07
157,1.3658715876241738e-06
158,1.426286975394899e-05
159,2.52546346989128e-06
160,6.742781270676463e-07
161,1.586160323564434e-05
162,2.2945136671026436e-05
163,1.6613649893985276e-06
164,4.761889783411913e-05
165,6.818189825854832e-07
166,2.2767564849575158e-06
167,2.957674895424345e-05
168,1.7228695848371953e-05
169,0.00012388818382544115
170,9.867882353797941e-05
171,7.407781521635299e-05
172,7.648836743366084e-07
173,7.5957311450206665e-06
174,1.2671456143267368e-06
175,0.9964047379306281
176,3.957812854639457e-06
177,0.005361469747262083
178,6.177472278730247e-06
179,2.402232569244609e-06
180,2.270819190921118e-06
181,6.808738486961518e-07
182,0.00010893719614467939
183,3.638874197138025e-07
184,3.5888006982849127e-07
185,6.145152563868896e-07
186,8.584349871234648e-06
187,4.0163273970340873e-07
188,4.5524641720572204e-07
189,5.377170822138023e-05
190,1.13188430903564e-06
191,7.314175202892513e-06
192,2.580896546788825e-07
193,0.00019673834152796933
194,0.00018505972117304902
195,1.91306406842288e-06
196,1.3287580717496425e-06
197,7.890584385597703e-07
198,2.2075021147556526e-05
199,1.4779018975034676e-06
200,6.209141661753808e-07
201,5.189800208100638e-07
202,0.17909873867093132
203,3.9735947286532245e-07
204,3.9132547995576366e-07
205,0.0010170466496931085
206,3.0105881062948254e-07
207,6.150204819093445e-07
208,0.00032329982393031827
209,2.194300379180699e-07
210,0.001732141262933058
211,4.936606925229676e-07
212,0.001529061991412901
213,2.0328669907027947e-07
214,5.327060187577827e-06
215,0.00024021353744795634
216,0.00016780806018153708
217,0.07385589927726736
218,0.00020514175706947403
219,0.00017045859726202764
220,1.2748833878101835e-06
221,3.753664138838022e-07
222,6.113740955546919e-07
223,3.41038090841044e-06
224,0.0002686502891994926
225,0.0004432300973443449
226,2.2646359001157828e-05
227,4.667432794354252e-06
228,2.0869614933597026e-07
229,6.90295475635394e-07
230,1.3584735050898545e-05
231,6.672843808898149e-07
232,3.68107522492924e-07
233,7.812706403527703e-07
234,0.00018735853604339318
235,8.734733057233838e-07
236,1.4231485801549971e-05
237,3.023517654779701e-06
238,7.904257770835328e-06
239,8.364206789574132e-07
240,0.0001234804642789411
241,4.423687691799978e-07
242,3.802184899046259e-07
243,1.5035022115710733e-07
244,4.814951334059712e-07
245,5.042894095965492e-07
246,4.451943177876366e-07
247,0.003504743974991078
248,1.7592357510504864e-06
249,1.2025694873067268e-06
250,6.616137368549199e-07
251,0.00036798962679155544
252,5.876592061364938e-07
253,3.4785711486247886e-07
254,0.0004187247309308264
255,8.032095347427104e-07
256,1.1141997353862738e-06
257,5.36699028616288e-07
258,3.317841362813052e-05
259,4.048592589396889e-05
260,0.00010206408398715503
261,2.1778793816274282e-06
262,0.0004344100391925553
263,3.1186147691365473e-07
264,3.1437265499289265e-05
265,2.797002737665549e-06
266,2.0128145951373523e-07
267,1.5206777175723152e-06
268,1.1031582437114303e-06
269,9.768047545054515e-07
270,5.283125970119674e-07
271,1.6319528682492212e-06
272,2.4738538202453916e-05
273,4.4648293235710163e-07
274,0.0001817382125935178
275,0.0020655231459111158
276,4.589203102410873e-06
277,3.059336892675443e-05
278,0.00036275607717939357
279,3.500560452484133e-07
280,0.00018570889275806553
281,1.4126943980677273e-06
282,1.785986178084849e-05
283,1.3671141100662195e-06
284,2.59663433883018e-06
285,1.0436497123019109e-06
286,1.690549385601822e-06
287,0.00013329073537192345
288,2.735664448613176e-07
289,3.373853909768557e-06
290,1.458891284714011e-06
291,0.00013445632392576265
292,1.2521791119061156e-06
293,6.18682197482219e-05
294,1.0848581922347812e-06
295,3.1313066122645104e-07
296,5.31217160363877e-06
297,4.728869145637878e-07
298,9.386398713351795e-07
299,8.932326409573732e-07
300,5.51110303262247e-07
301,1.3173072349294754e-06
302,7.564257809074363e-07
303,2.7615145402852053e-07
304,4.449192210511087e-06
305,0.00029031827198669523
306,4.528656719222574e-07
307,1.1245456510358518e-06
308,3.6389398054011543e-06
309,0.00012263322124660947
310,2.7360507894750626e-07
311,5.8632332172714806e-06
312,3.096126796804842e-05
313,0.00042966448410708185
314,2.3473123558376613e-07
315,5.937045009352614e-05
316,9.263525786100646e-07
317,0.0014279745460967278
318,7.603594894022002e-07
319,1.788595867883126e-06
320,2.0278873458127707e-06
321,0.0016755093088252641
322,2.0778532338193364e-06
323,1.5227478627798664e-06
324,7.634946751503227e-05
325,9.856053434227207e-06
326,0.0012115110766400075
327,1.1687272369540313e-06
328,2.5515802683299814e-06
329,5.940135107233429e-07
330,2.0985125467236058e-07
331,0.00011702427388699637
332,4.726580578161591e-05
333,0.0008913347903822971
334,3.4626885999769134e-07
335,6.915565675225085e-07
336,1.4526257447889768e-05
337,8.746917733722326e-07
338,2.734471159369134e-05
339,1.074970631928884e-06
340,0.00011503262205622071
341,2.068422363276383e-06
342,1.2608367452783618e-06
343,0.00027668111976555617
344,2.0578960568142044e-06
345,0.00011061646179144044
346,1.2863497791228394e-05
347,0.9994753011385885
348,4.556749334485199e-07
349,3.29581175764997e-07
350,1.795351594124469e-05
