session_id,target
1,0.0036347050452924558
2,0.002658057710141289
3,0.0007144486707215428
4,0.0035850438477818755
5,0.000936939098518561
6,0.0029206799777167095
7,0.0024003897113839792
8,0.025848304750501056
9,0.0034470560313816373
10,0.010424790424883586
11,0.0020550656890155807
12,0.005747978695599031
13,0.002618411035213215
14,0.3098402214639031
15,0.0009101557987083102
16,0.004142752563824441
17,0.0009882179352054747
18,0.0031228535753561105
19,0.0022498669594205396
20,0.005154609137542619
21,0.03649634839280892
22,0.003462192281628085
23,0.0011346240363643886
24,0.014557908226785793
25,0.002916061939092554
26,0.0006664686644984319
27,0.0033657636820869806
28,0.004055604844542053
29,0.006658291275396048
30,0.0004661293796395675
31,0.010778442706185923
32,0.008753549642802037
33,0.0031562375461942397
34,0.009722013279255376
35,0.007946064324854922
36,0.0006646085853204246
37,0.0024533994824147472
38,0.002006097672281433
39,0.001780682137394737
40,0.0031437483602446987
41,0.0016337996558227464
42,0.017243138189736357
43,0.0017437379251193244
44,0.0008522082572502398
45,0.2663611166118057
46,0.0005500234361911631
47,0.009059478494534937
48,0.002815491885715647
49,0.0012873529874512643
50,0.0044238025307014855
51,0.005440416542062979
52,0.0013131773096834824
53,0.03324275207276627
54,0.0007033349728225702
55,0.0005683436532032585
56,0.019991433326259526
57,0.0032455382981956614
58,0.0033199380085839297
59,0.0021532533039870655
60,0.0023698325384428295
61,0.0045502613799396005
62,0.009723979729690262
63,0.002160129465916031
64,0.0019629804289951432
65,0.004108282711882646
66,0.0030121316963893805
67,0.005087285880350512
68,0.0004927027869228681
69,0.06611941311282898
70,0.003518297378747259
71,0.0006003755235486011
72,0.0007901542532368297
73,0.012137220073929655
74,0.0008354151025349664
75,0.001171819001493829
76,0.0009567275201232618
77,0.0009928655527300803
78,0.0015596596369270982
79,0.0012537799448008107
80,0.006283942802499529
81,0.004782546096843752
82,0.015353496336154482
83,0.0033033362552481586
84,0.6664990853490569
85,0.0012866742336133873
86,0.003597189152549883
87,0.002208824444311399
88,0.0013508229641926333
89,0.0014205138885575062
90,0.027613115233818146
91,0.003175422601612633
92,0.00237223231149689
93,0.009749332687561639
94,0.003925406117432225
95,0.03058810340466949
96,0.002302632791112798
97,0.000697886094421789
98,0.0017209735715120393
99,0.0032552686764607073
100,0.0021256584918190116
101,0.006148151176698849
102,0.03901728467899846
103,0.006186691447031708
104,0.0056212128126842216
105,0.000369190080252918
106,0.004217744881050968
107,0.007547936799566675
108,0.0004713834013801124
109,0.005533472635367172
110,0.004008103494507253
111,0.00124980504161812
112,0.004135972634132273
113,0.014412539927143137
114,0.005104441283575115
115,0.003095213081396042
116,0.0015321011437181063
117,0.004120979036524017
118,0.0009388056059275807
119,0.002637196614638893
120,0.0008398249242693313
121,0.002454510986351604
122,0.0025398678217187073
123,0.0045004881756331395
124,0.0005661046734249242
125,0.00387125281553379
126,0.0028767768428614934
127,0.0009619437919081603
128,0.005794218855584928
129,0.0016513655234688983
130,0.002581117307381799
131,0.04298737338843848
132,0.002147766518433913
133,0.001534965164710602
134,0.001706773181618679
135,0.002226492434267763
136,0.0009848137296423944
137,0.004242507388737502
138,0.0015880346511255568
139,0.0023736631549608153
140,0.0045865637357529925
141,0.0024393646288533187
142,0.006325492774343534
143,0.003091563646246784
144,0.002422763442062887
145,0.0025750548403040917
146,0.006997546481857294
147,0.006086410307330767
148,0.0013968147259551381
149,0.0017699860647283638
150,0.008055353779429817
151,0.005967431926552801
152,0.0035851362978301764
153,0.0077913882252121335
154,0.008163114395764524
155,0.0013783960074789986
156,0.002120873416807064
157,0.004890363507248718
158,0.0005665023941431907
159,0.0009986357319017555
160,0.002902039700885161
161,0.0011298764714917763
162,0.0020700814851968047
163,0.0007177423425599121
164,0.0021250130244572733
165,0.0007795972765300572
166,0.004494752495647492
167,0.003980692163665635
168,0.0016776847080879668
169,0.001894533054963082
170,0.0015092296294117666
171,0.002485237310311722
172,0.0005543133329063987
173,0.0016233639731128631
174,0.0008039313698146719
175,0.5105227686437369
176,0.0012421814491193673
177,0.0042478725917914715
178,0.0005495211328798888
179,0.001142895847245835
180,0.001088885715587757
181,0.005421780966786761
182,0.021946836127219177
183,0.005599474941025485
184,0.0012187570854219174
185,0.004263021404897369
186,0.0005119313976611217
187,0.0031952480986534933
188,0.0022723370270765673
189,0.0020007409312256252
190,0.00045670436134254974
191,0.003998247375122775
192,0.004549253612545441
193,0.0011050661000354513
194,0.015057849987741996
195,0.0031024995320438845
196,0.0008217329701926838
197,0.0013781641594977205
198,0.003293935084713893
199,0.002118364505133733
200,0.0022750101105512305
201,0.0008356982090603471
202,0.05356277628310927
203,0.0025143139144205577
204,0.0027418263774489572
205,0.004733923806044249
206,0.001767302620510301
207,0.0008104678165783327
208,0.021774136345733518
209,0.004239421889418615
210,0.0013379606361506426
211,0.0005192547635892177
212,0.0029037157672859833
213,0.0032833744909135792
214,0.0013852934071059515
