session_id,target
1,0.0014475698038275782
2,1.9594966658823663e-08
3,4.836147364446589e-08
4,1.130684844528527e-07
5,1.0387295251172803e-05
6,0.0005138286656393662
7,0.0016288225690563206
8,0.00032099143954785256
9,0.00026517239152051776
10,0.010905494883809269
11,4.0589662423303555e-05
12,7.347464181594373e-05
13,0.00041806094013219106
14,0.40850060577963226
15,4.7752303717962136e-05
16,0.002628875479883779
17,0.000786090362831552
18,3.2586745878705014e-05
19,0.00046600017347443994
20,5.557288958419837e-07
21,0.046084824082643715
22,2.2727192701130177e-07
23,3.312022298763595e-05
24,0.00048409877245485515
25,0.0026351592044967054
26,3.412027135976045e-08
27,0.000702991876885447
28,3.092018522654387e-07
29,0.007681720192517573
30,9.448169225800045e-05
31,0.013969845691218275
32,0.009266044547454664
33,0.0007353192913873492
34,3.1829931275135097e-07
35,0.009269979378731587
36,0.00029702377728655987
37,3.329841924333255e-08
38,4.179388923702074e-08
39,9.448169225800045e-05
40,2.419101939010198e-05
41,0.0003464228563328697
42,0.007082944626784821
43,5.250828964142262e-06
44,2.4155159485413055e-06
45,0.35433671896172886
46,7.5050028232557335e-06
47,0.006511748987077558
48,0.00020788585505445453
49,1.7599677733016757e-05
50,1.2822066694323612e-05
51,2.5944061710319706e-07
52,3.954298723129691e-06
53,0.04263120128756267
54,6.007733707403299e-05
55,2.961857357279595e-05
56,0.0014301842816510665
57,2.4881839241502894e-06
58,6.110139133449931e-05
59,7.633840937498527e-06
60,7.1544931799619e-06
61,1.589540234884082e-05
62,0.0060067495968187945
63,2.8233070023860807e-05
64,9.695746044037422e-05
65,6.230450985214561e-06
66,4.91110617028186e-07
67,0.000910407393479932
68,3.2515266914894974e-05
69,0.0866956214685987
70,0.00034296904655439976
71,7.843336293338227e-05
72,7.633840937498527e-06
73,0.003807202378644296
74,1.9594966658823663e-08
75,3.058066509190444e-05
76,8.620041589922437e-05
77,0.0004036783791820009
78,0.0012672319344018842
79,1.3099258611233822e-05
80,0.0004156739579076956
81,2.2629556800398485e-05
82,0.00010923232747132608
83,3.4401059081287324e-08
84,0.887724962749332
85,7.533512031102931e-06
86,9.467108962031178e-07
87,0.0021280663003994736
88,0.00019165434434725457
89,0.0006522213654633975
90,0.03489045087270306
91,0.00020957668340443184
92,3.2230929708400744e-06
93,0.012231317506348696
94,0.00030271386603091774
95,0.01720784661159772
96,1.278775984717565e-07
97,9.774681056966633e-05
98,0.00012002187684299845
99,4.6702803769842677e-05
100,0.0002342130896404824
101,0.0016833257717254748
102,0.021729764580611044
103,0.0017348857729171073
104,0.0017036618470948283
105,7.185179882882789e-06
106,0.00015977167588977707
107,0.000979699896380693
108,7.318063351962483e-06
109,4.094501792415085e-05
110,8.790430958982759e-05
111,0.000131610500104753
112,2.4527102870478117e-07
113,0.01589559394925989
114,8.594904081114966e-06
115,8.168291255010846e-05
116,1.0068300154848571e-05
117,0.001087990454328464
118,0.00020531764500417496
119,6.409058272905639e-05
120,0.00016523775587591903
121,4.487896320176925e-05
122,9.448169225800045e-05
123,0.00022214877277651213
124,3.6172476506838475e-06
125,0.004306387811270975
126,8.376509049206661e-07
127,2.1355094251370178e-08
128,0.0007904245485745138
129,0.0008160412094945713
130,0.002526008078125292
131,0.05303440399764943
132,0.0016288225690563206
133,0.001376023970491973
134,1.6528281146388007e-06
135,2.8934545183775254e-06
136,9.847332298697093e-05
137,0.0005297522762488807
138,0.0008966291573997138
139,2.3204245980748217e-06
140,0.0021391612464594987
141,1.128550027356573e-08
142,0.0007203639593780331
143,0.0005808773936897514
144,0.0020516186978674616
145,1.9594966658823663e-08
146,0.005298196637193529
147,0.0007730056860853729
148,0.0009909657457550752
149,0.0009330446394584174
150,0.008275636591336205
151,2.7654812353625604e-06
152,0.0021576427329867286
153,0.003265077917149323
154,0.002357708927827706
155,2.4191365818064466e-05
156,8.312648444005912e-05
157,0.00013936731003322508
158,9.847332298697093e-05
159,1.7865087355319625e-06
160,9.448169225800045e-05
161,0.0006190243196959762
162,0.00010622477925059246
163,8.460605188053097e-05
164,0.0014226773576565266
